HD 169405,18 26 54.0137,-48 07 02.063,3.041,-54.895,5.446,12.2045,K,,,HD 169405,SAO 229021,HIP 90414,HR  6894,Gaia DR2 6705107126367751168,Gaia DR3 6705107126367751168
HD 169493,18 24 57.2083,-01 34 45.880,5.6,-3.31,6.19,7.49,F,,,HD 169493,SAO 142294,HIP 90253,HR  6898,,
HD 16955,02 43 51.2435,+25 38 18.050,-5.889,5.982,6.39,9.2563,A,,,HD  16955|HD  16955A,SAO  75539,HIP 12744,HR   803,Gaia DR2 114259087990997248,Gaia DR3 114259087990997248
HD 169570,18 32 55.3416,-73 57 56.154,9.195,-87.798,5.888,9.6146,K,,,HD 169570,SAO 257601,HIP 90930,HR  6899,Gaia DR2 6414810291128342144,Gaia DR3 6414810291129181696
HD 169646,18 23 57.2820,+38 44 21.209,7.089,9.347,6.37,3.8611,K,,,HD 169646,SAO  66936,HIP 90163,HR  6901,Gaia DR2 2108626018020266240,Gaia DR3 2108626018020266240
HD 169689,18 25 38.7990,+08 01 55.225,-3.92,-6.549,5.665,3.7061,G,,,HD 169690|HD 169689,SAO 123462,HIP 90313,HR  6902,Gaia DR2 4478420918484111360,Gaia DR3 4478420918484111360
HD 169718,18 24 58.4614,+27 23 41.212,1.77,-15.19,6.26,8.51,A,,,HD 169718,SAO  86019,HIP 90256,HR  6904,,
HD 16975,02 42 06.6072,-38 23 01.273,20.997,12.987,5.988,7.8769,G,,,HD  16975,SAO 193873,HIP 12608,HR   805,Gaia DR2 4952714947241406336,Gaia DR3 4952714947241995776
HD 169820,18 25 55.2301,+14 57 58.450,-7.526,-19.729,6.364,7.9675,B,,,HD 169820,SAO 103709,HIP 90337,HR  6906,Gaia DR2 4509739579482856960,Gaia DR3 4509739579482856960
HD 169830,18 27 49.4849,-29 49 00.700,-0.341,16.103,5.902,27.1461,F,,,HD 169830,SAO 186838,HIP 90485,HR  6907,Gaia DR2 4048037707717866880,Gaia DR3 4048037707717866880
HD 169836,18 29 56.7377,-57 31 23.309,55.402,-24.15,5.74,9.2613,K,,,HD 169836|HD 169836A,SAO 245510,HIP 90664,HR  6908,Gaia DR2 6648059657055491968,Gaia DR3 6648059657055491968
HD 169853,18 28 27.1140,-38 59 44.410,0.096,-41.093,5.624,8.3424,A,,,HD 169853,SAO 210197,HIP 90541,HR  6910,Gaia DR2 6726809875309380352,Gaia DR3 6726809875309380352
HD 169885,18 23 47.9780,+53 18 03.008,24.579,-10.509,6.352,9.8019,A,,,HD 169885,SAO  30943,HIP 90146,HR  6911,Gaia DR2 2148480290868511360,Gaia DR3 2148480290868511360
HD 169904,18 42 14.4201,-81 48 29.206,13.838,-16.605,6.262,6.7598,B,,,HD 169904,SAO 258804,HIP 91723,HR  6912,Gaia DR2 6359606595435265792,Gaia DR3 6359606595435265792
HD 169938,18 28 06.1747,-26 45 26.302,-8.863,-25.735,6.276,12.5347,A,,,HD 169938,SAO 186843,HIP 90510,HR  6914,Gaia DR2 4052006085724567680,Gaia DR3 4052006085724567680
HD 169943,18 29 12.8718,-43 50 45.373,-0.146,22.586,6.35,7.8675,G,,,HD 169943,SAO 229056,HIP 90597,HR  6915,Gaia DR2 6721692507665492480,Gaia DR3 6721692507665492480
HD 169981,18 25 58.7869,+29 49 44.149,22.706,-24.375,5.83,8.4874,A,,,HD 169981,SAO  86043,HIP 90342,HR  6917,Gaia DR2 4588352908518040576,Gaia DR3 4588352908518040576
HD 169990,18 27 56.4799,-17 48 01.274,-2.322,-1.805,6.182,5.7887,B,,,HD 169990,SAO 161493,HIP 90494,HR  6919,Gaia DR2 4096614715541406848,Gaia DR3 4096614715541406848
HD 17001,02 43 28.9169,-02 31 53.129,29.683,1.798,6.48,6.2704,G,,,HD  17001,SAO 130079,HIP 12720,,Gaia DR2 2495692937498345344,Gaia DR3 2495692937498345344
HD 17006,02 42 08.4437,-46 31 27.989,10.173,-94.548,6.094,23.6788,K,,,HD  17006,SAO 216013,HIP 12611,HR   807,Gaia DR2 4753362803247160832,Gaia DR3 4753362803247160832
HD 170069,18 29 55.9413,-47 13 13.949,28.685,-12.434,5.679,5.5748,K,,,HD 170069,SAO 229064,HIP 90662,HR  6922,Gaia DR2 6708177894848059520,Gaia DR3 6708177894848059520
HD 170111,18 26 40.9275,+26 26 57.266,0.822,-9.897,6.498,2.758,B,,,HD 170111|HD 170111A,SAO  86060,HIP 90398,HR  6924,Gaia DR2 4585302863263548800,Gaia DR3 4585302863263548800
HD 170137,18 27 50.3207,+03 44 54.841,-2.079,-9.314,6.06,2.7593,K,,,HD 170137,SAO 123513,HIP 90487,HR  6925,Gaia DR2 4284055231526705920,Gaia DR3 4284055231526705920
HD 170200,18 27 58.7736,+06 11 38.772,-0.606,-23.936,5.699,3.7981,B,,,HD 170200,SAO 123516,HIP 90497,HR  6928,Gaia DR2 4477148783533394816,Gaia DR3 4477148783533394816
HD 170384,18 31 02.9487,-41 54 49.802,-3.406,-31.578,6.018,14.2387,A,,,HD 170384,SAO 229080,HIP 90759,HR  6931,Gaia DR2 6722943305221879296,Gaia DR3 6722943305221879296
HD 170433,18 30 11.8644,-18 43 43.665,34.759,-91.223,5.624,12.6862,K,,,HD 170433,SAO 161540,HIP 90687,HR  6933,Gaia DR2 4093120909907773440,Gaia DR3 4093120909907773440
HD 170479,18 31 04.8414,-32 59 20.753,-1.371,-47.071,5.386,10.6451,A,,,HD 170479,SAO 210257,HIP 90763,HR  6936,Gaia DR2 4044965912701284224,Gaia DR3 4044965912701284224
HD 170521,18 31 56.2238,-43 30 26.571,-1.328,-8.795,5.686,2.1538,K,,,HD 170521,SAO 229094,HIP 90842,HR  6937,Gaia DR2 6721796892548701824,Gaia DR3 6721796892548701824
HD 170525,18 33 29.4704,-58 42 31.599,20.901,-107.796,6.44,21.2704,G,,,HD 170525|HD 170525A,SAO 245547,HIP 90981,HR  6939,Gaia DR2 6635697160627698688,Gaia DR3 6635697160627698688
HD 170547,18 30 14.2936,-05 43 27.041,-0.697,-15.343,6.263,7.2211,G,,,HD 170547,SAO 142353,HIP 90692,HR  6940,Gaia DR2 4256308024830533120,Gaia DR3 4256308024830533120
HD 170642,18 32 21.3310,-39 42 14.402,32.168,-37.605,5.155,14.5721,A,,,HD 170642,SAO 210277,HIP 90887,HR  6942,Gaia DR2 6723805631578978816,Gaia DR3 6723805631578978816
HD 170650,18 29 35.7102,+23 51 58.314,0.119,-3.182,5.863,1.9494,B,,,HD 170650,SAO  86115,HIP 90637,HR  6943,Gaia DR2 4536292957090555392,Gaia DR3 4536292957090555392
HD 170680,18 31 26.2978,-18 24 09.713,-4.892,-21.92,5.117,15.527,B,,,HD 170680,SAO 161564,HIP 90806,HR  6944,Gaia DR2 4093519345407991296,Gaia DR3 4093519345407991296
HD 170740,18 31 25.6939,-10 47 45.008,1.547,-17.148,5.72,4.4159,B,,,HD 170740,SAO 161569,HIP 90804,HR  6946,Gaia DR2 4154910272219704960,Gaia DR3 4154910272219704960
HD 170773,18 33 00.9167,-39 53 31.275,86.353,-79.927,6.217,27.0749,F,,,HD 170773,SAO 210286,HIP 90936,HR  6948,Gaia DR2 6723753061177741312,Gaia DR3 6723753061177741312
HD 170811,18 27 42.1448,+59 32 56.806,45.378,38.892,6.42,9.0535,K,,,HD 170811,SAO  30990,HIP 90476,HR  6949,Gaia DR2 2157500993499556096,Gaia DR3 2157500993499556096
HD 170829,18 30 41.6507,+20 48 54.168,16.278,-264.697,6.48,28.5239,G,,,HD 170829,SAO  86142,HIP 90729,HR  6950,Gaia DR2 4525943082344640256,Gaia DR3 4525943082344640256
HD 170873,18 34 31.1185,-52 53 29.475,-16.944,-42.325,6.202,5.9179,K,,,HD 170873,SAO 245559,HIP 91062,HR  6954,Gaia DR2 6654395421010025856,Gaia DR3 6654395421010025856
HD 170878,18 31 04.4486,+16 55 42.802,-31.857,-21.397,5.75,8.0721,A,,,HD 170878,SAO 103800,HIP 90762,HR  6955,Gaia DR2 4522375991742826752,Gaia DR3 4522375991742826752
HD 170902,18 32 20.6599,-14 38 39.296,-2.993,-31.042,6.351,12.0789,A,,,HD 170902,SAO 161580,HIP 90884,HR  6956,Gaia DR2 4104083251293389696,Gaia DR3 4104083251293389696
HD 170973,18 32 06.8865,+03 39 34.601,7.535,2.023,6.407,3.9768,B,,,HD 170973,SAO 123610,HIP 90858,HR  6958,Gaia DR2 4283267706323906688,Gaia DR3 4283267706323906688
HD 17098,02 43 20.2349,-40 31 40.471,14.07,12.69,6.36,5.48,B,,,HD  17098,SAO 216019,HIP 12708,HR   814,,
HD 171034,18 33 57.7663,-33 00 59.616,1.691,-11.67,5.276,2.7191,B,,,HD 171034,SAO 210312,HIP 91014,HR  6960,Gaia DR2 6735126989263139328,Gaia DR3 6735126993600519168
HD 171130,18 33 39.0209,-14 51 13.011,27.34,-9.1,5.735,13.5871,A,,,HD 171130,SAO 161605,HIP 90991,HR  6962,Gaia DR2 4103314967619351168,Gaia DR3 4103314967619351168
HD 171149,18 33 22.7083,-05 54 42.189,-11.692,-30.459,6.354,8.947,B,,,HD 171149,SAO 142386,HIP 90967,HR  6963,Gaia DR2 4256231471329674496,Gaia DR3 4256231471329674496
HD 171245,18 32 46.1547,+23 37 00.469,12.608,8.313,5.84,4.1393,K,,,HD 171245,SAO  86175,HIP 90915,HR  6966,Gaia DR2 4535569272280848000,Gaia DR3 4535569272280848000
HD 171301,18 32 49.9577,+30 33 15.151,13.298,11.374,5.468,9.333,B,,,HD 171301|HD 171301A,SAO  67090,HIP 90923,HR  6968,Gaia DR2 4588679463472276224,Gaia DR3 4588679463472276224
HD 171391,18 35 02.3926,-10 58 37.942,48.903,-5.322,5.119,12.4371,G,,,HD 171391,SAO 161632,HIP 91105,HR  6970,Gaia DR2 4154786748987811456,Gaia DR3 4154786748987811456
HD 171416,18 35 59.6448,-29 41 56.783,4.753,-11.237,6.366,3.5541,K,,,HD 171416,SAO 187024,HIP 91172,HR  6972,Gaia DR2 4047453660849395200,Gaia DR3 4047453660849395200
HD 171505,18 34 47.4936,+10 53 31.230,6.161,2.935,6.47,5.8312,A,,,HD 171505,SAO 103867,HIP 91090,HR  6976,Gaia DR2 4480760576159046528,Gaia DR3 4480760576159046528
HD 171586,18 35 36.4929,+04 56 09.562,29.668,-29.722,6.46,8.7547,A,,,HD 171586,SAO 123673,HIP 91142,,Gaia DR2 4283867558639522816,Gaia DR3 4283867558639522816
HD 171623,18 35 12.5919,+18 12 12.293,21.178,2.061,5.79,6.1984,A,,,HD 171623,SAO 103879,HIP 91118,HR  6977,Gaia DR2 4524091573480285696,Gaia DR3 4524091573480285696
HD 17163,02 45 20.9065,+04 42 41.874,69.745,-40.828,6.031,20.3718,K,,,HD  17163,SAO 110730,HIP 12862,HR   816,Gaia DR2 5850333867750784,Gaia DR3 5850333868501248
HD 17168,02 44 20.5373,-32 31 28.977,24.931,-22.088,6.204,9.7645,A,,,HD  17168,SAO 193888,HIP 12786,HR   817,Gaia DR2 5062854538825753600,Gaia DR3 5062854538825753600
HD 171745A,18 35 30.3982,+23 36 19.947,5.2,2.8,6.24,--,G,,,HD 171745A,,,,,
HD 171779,18 33 56.6945,+52 21 12.656,-4.19,2.61,5.38,5.11,K,,,HD 171779,SAO  31051,HIP 91013,HR  6983,,Gaia DR3 2145692272977460736
HD 171780,18 35 13.5051,+34 27 28.868,1.669,8.939,6.088,3.9902,B,,,HD 171780,SAO  67134,HIP 91119,HR  6984,Gaia DR2 2094418128768164224,Gaia DR3 2094418128768164224
HD 171802,18 36 27.8342,+09 07 20.969,-2.948,-128.948,5.39,25.0916,F,,,HD 171802,SAO 123690,HIP 91217,HR  6985,Gaia DR2 4479679240828433152,Gaia DR3 4479679240828433152
HD 171819,18 39 14.2928,-47 54 35.152,25.426,13.951,5.84,10.4348,A,,,HD 171819,SAO 229165,HIP 91461,HR  6986,Gaia DR2 6705303771450964224,Gaia DR3 6705303771450964224
HD 171834,18 36 39.0746,+06 40 18.498,-30.312,-144.997,5.425,29.5111,F,,,HD 171834,SAO 123693,HIP 91237,HR  6987,Gaia DR2 4286583352361701632,Gaia DR3 4286583352361701632
HD 171856,18 37 54.4271,-21 23 51.822,-1.945,-67.556,5.931,9.5166,A,,,HD 171856,SAO 187071,HIP 91347,HR  6988,Gaia DR2 4079636675440568960,Gaia DR3 4079636675440568960
HD 171957,18 38 04.4794,-14 00 17.218,-1.457,-9.201,6.47,3.5075,B,,,HD 171957,SAO 161687,HIP 91369,HR  6989,Gaia DR2 4103838472556224128,Gaia DR3 4103838472556224128
HD 171961,18 38 30.7143,-23 30 17.622,-2.485,-20.588,5.772,4.5347,B,,,HD 171961,SAO 187080,HIP 91405,HR  6990,Gaia DR2 4077625187657388800,Gaia DR3 4077625187657388800
HD 171990,18 47 49.1318,-77 52 05.703,-26.256,148.73,6.392,23.0381,F,,,HD 171990,SAO 257625,HIP 92233,HR  6994,Gaia DR2 6365296911707684352,Gaia DR3 6365296911707684352
HD 171994,18 37 09.0598,+16 11 53.861,15.455,48.543,6.307,10.2339,G,,,HD 171994,SAO 103913,HIP 91279,HR  6995,Gaia DR2 4510067955503679744,Gaia DR3 4510067955503679744
HD 172021,18 42 22.6237,-64 38 34.965,-4.224,-29.272,6.353,5.1645,A,,,HD 172021,SAO 254343,HIP 91733,HR  6996,Gaia DR2 6439040709907355520,Gaia DR3 6439040709907355520
HD 172044,18 36 37.3442,+33 28 08.537,-7.865,0.509,5.41,6.1056,B,,,HD 172044,SAO  67164,HIP 91235,HR  6997,Gaia DR2 2091218000175889024,Gaia DR3 2091218000175889024
HD 172051,18 38 53.4010,-21 03 06.750,-74.718,-153.056,5.86,76.7405,G,,,HD 172051,SAO 187086,HIP 91438,HR  6998,Gaia DR2 4079684229322231040,Gaia DR3 4079684229322231040
HD 172088,18 38 23.7978,-03 11 37.135,4.504,35.585,6.482,20.519,F,,,HD 172088,SAO 142461,HIP 91394,HR  6999,Gaia DR2 4259305018664587648,Gaia DR3 4259305018664587648
HD 172211,18 43 37.3375,-64 33 05.130,12.931,-47.66,5.757,8.507,K,,,HD 172211,SAO 254353,HIP 91854,HR  7004,Gaia DR2 6439042908930994432,Gaia DR3 6439042908930994432
HD 172223,18 41 30.6798,-48 05 40.881,-17.021,-116.222,6.454,8.9173,K,,,HD 172223,SAO 229194,HIP 91662,HR  7005,Gaia DR2 6704535796937207040,Gaia DR3 6704535796937207040
HD 17228,02 46 58.3224,+35 59 00.674,54.327,-5.128,6.25,7.7835,G,,,HD  17228,SAO  55868,HIP 12982,HR   819,Gaia DR2 140994842795719680,Gaia DR3 140994842795719680
HD 172340,18 29 44.9665,+77 32 49.450,0.626,-0.196,5.644,7.1009,K,,,HD 172340,SAO   9151,HIP 90647,HR  7006,Gaia DR2 2293540887145084800,Gaia DR3 2293540887145084800
HD 172348,18 40 00.3880,-07 47 26.866,-20.735,-36.437,5.808,5.5207,K,,,HD 172348,SAO 142480,HIP 91532,HR  7007,Gaia DR2 4252581814276091136,Gaia DR3 4252581814276091136
HD 172365,18 39 36.8773,+05 15 51.448,3.051,2.45,6.4,1.8604,F,,,HD 172365,SAO 123778,HIP 91499,HR  7008,Gaia DR2 4283938992538977280,Gaia DR3 4283938992538977280
HD 17240,02 47 03.5750,+35 33 16.829,-39.946,-58.894,6.25,19.9169,A,,,HD  17240,SAO  55872,HIP 12990,HR   820,Gaia DR2 140919702344897024,Gaia DR3 140919702344897024
HD 17240A,02 47 03.5749,+35 33 16.866,-39.8,-53.9,6.38,--,,,,HD  17240A,,,,,
HD 172424,18 39 51.5982,+07 21 30.956,-0.159,-45.57,6.265,6.5964,G,,,HD 172424,SAO 123782,HIP 91523,HR  7010,Gaia DR2 4286726391952772352,Gaia DR3 4286726391952772352
HD 17246,02 47 31.1546,+44 16 19.917,-0.158,-6.562,6.47,1.3999,F,,,HD  17246|HD  17245,SAO  38335,HIP 13036,,Gaia DR2 337715447443209984,Gaia DR3 337715447443209984
HD 17254,02 44 10.5720,-52 34 14.148,-23.84,-15.346,6.151,9.5208,A,,,HD  17254,SAO 232871,HIP 12775,HR   821,Gaia DR2 4742074701480475008,Gaia DR3 4742074701480475008
HD 172555,18 45 26.9009,-64 52 16.534,31.952,-149.73,4.767,34.7355,A,,,HD 172555,SAO 254358,HIP 92024,HR  7012,Gaia DR2 6438274350302427776,Gaia DR3 6438274350302427776
HD 172569,18 36 13.2672,+65 29 19.336,22.747,86.797,6.06,12.0143,F,,,HD 172569,SAO  17947,HIP 91196,HR  7013,Gaia DR2 2256941752830677760,Gaia DR3 2256941752830677760
HD 172630,18 45 11.5270,-61 05 42.695,23.486,-23.19,6.019,4.1058,K,,,HD 172630,SAO 254359,HIP 92008,HR  7015,Gaia DR2 6632728238712866688,Gaia DR3 6632728238712866688
HD 172631,18 40 01.9245,+30 50 58.093,-13.674,34.082,6.4,5.0563,K,,,HD 172631,SAO  67226,HIP 91533,HR  7016,Gaia DR2 4587962891129260928,Gaia DR3 4587962891129260928
HD 172671,18 39 33.0401,+40 56 06.202,13.054,-0.707,6.23,3.2943,B,,,HD 172671,SAO  47676,HIP 91491,HR  7017,Gaia DR2 2110533322798008192,Gaia DR3 2110533322798008192
HD 172728,18 37 33.5174,+62 31 35.673,-8.985,49.578,5.74,7.7879,A,,,HD 172728,SAO  17958,HIP 91315,HR  7018,Gaia DR2 2160077939517532544,Gaia DR3 2160077939517532544
HD 172741,18 40 12.2008,+38 22 01.833,17.412,6.262,6.489,6.9325,A,,,HD 172741,SAO  67233,HIP 91552,HR  7019,Gaia DR2 2097673095503916288,Gaia DR3 2097673095503916288
HD 172781,18 45 23.8827,-56 52 55.088,-40.658,-20.72,6.21,4.7839,K,,,HD 172781,SAO 245681,HIP 92021,HR  7022,Gaia DR2 6637639821577682944,Gaia DR3 6637639821577682944
HD 172831,18 42 36.1201,-07 04 25.154,-8.122,-8.876,6.125,12.9093,K,,,HD 172831,SAO 142525,HIP 91751,HR  7024,Gaia DR2 4252772579608962816,Gaia DR3 4252772579608962816
HD 172864,18 24 09.2651,+83 10 31.430,17.218,-24.372,6.16,6.0717,A,,,HD 172864,SAO   3056,HIP 90182,HR  7025,Gaia DR2 2296723045594634368,Gaia DR3 2296723045594634368
HD 172875,18 44 07.9493,-36 43 06.012,25.234,-43.276,6.308,8.8882,K,,,HD 172875,SAO 210507,HIP 91901,HR  7026,Gaia DR2 6730514301774439296,Gaia DR3 6730514301774439296
HD 172881A,18 49 43.6686,-72 59 44.585,10.916,-9.994,6.2,3.7637,,,,HD 172881A,,,,Gaia DR2 6415333413847155712,Gaia DR3 6415333413847155712
HD 172883,18 39 52.8163,+52 11 45.916,5.64,20.998,5.992,5.901,B,,,HD 172883,SAO  31093,HIP 91525,HR  7028,Gaia DR2 2145465876662014464,Gaia DR3 2145465876662014464
HD 172910,18 44 19.3604,-35 38 31.158,1.785,-28.002,4.87,6.8441,B,,,HD 172910|HD 172910A,SAO 210509,HIP 91918,HR  7029,Gaia DR2 6733635914056263296,Gaia DR3 6733635914056263296
HD 172958,18 41 41.3115,+31 37 03.402,8.213,6.164,6.416,4.2423,B,,,HD 172958,SAO  67256,HIP 91675,HR  7030,Gaia DR2 2090075401436854144,Gaia DR3 2090075401436854144
HD 172991,18 44 57.1522,-39 41 10.278,9.815,-6.261,5.439,2.6806,B,,,HD 172991|HD 172992,SAO 210518,HIP 91989,HR  7031,Gaia DR2 6728828406847450752,Gaia DR3 6728828406847450752
HD 173047,18 45 55.9951,-50 52 21.734,3.697,-15.975,6.24,3.1031,B,,,HD 173047,SAO 245693,HIP 92072,,Gaia DR2 6655039047628966016,Gaia DR3 6655039047628966016
HD 173087,18 42 08.0883,+34 44 46.751,-1.88,-6.689,6.473,1.2987,B,,,HD 173087,SAO  67265,HIP 91707,HR  7033,Gaia DR2 2091774627937648256,Gaia DR3 2091774627937648256
HD 173093,18 43 51.2336,-06 49 05.237,30.691,-44.678,6.299,13.781,F,,,HD 173093,SAO 142557,HIP 91880,HR  7034,Gaia DR2 4253157958461105664,Gaia DR3 4253157958461105664
HD 173117,18 44 49.6043,-25 00 39.273,-0.194,-22.262,5.811,2.9168,B,,,HD 173117,SAO 187216,HIP 91974,HR  7035,Gaia DR2 4073478894903881472,Gaia DR3 4073478894903881472
HD 17326A,02 43 26.6149,-66 42 51.225,107,-64,6.46,--,,,,HD  17326A,,,,,
HD 173282,18 45 18.6572,-21 00 05.817,26.429,-30.183,6.331,16.7741,F,,,HD 173282,SAO 187234,HIP 92016,HR  7038,Gaia DR2 4079819194344984832,Gaia DR3 4079819194344984832
HD 173383,18 43 16.5729,+39 18 00.213,-0.773,-8.125,6.44,2.1723,K,,,HD 173383,SAO  67287,HIP 91820,HR  7041,Gaia DR2 2098191102913725440,Gaia DR3 2098191102913725440
HD 173398,18 40 56.4085,+62 44 58.066,8.52,52.791,6.091,9.1561,K,,,HD 173398,SAO  17975,HIP 91606,HR  7042,Gaia DR2 2157180623299744128,Gaia DR3 2157180623299744128
HD 173417,18 43 51.5918,+31 55 35.808,-32.527,-125.96,5.682,19.9176,F,,,HD 173417,SAO  67293,HIP 91883,HR  7044,Gaia DR2 2090166351663597696,Gaia DR3 2090166351663597696
HD 173494,18 44 40.2956,+23 35 23.584,15.85,-85.103,6.302,21.1381,F,,,HD 173494,SAO  86393,HIP 91958,HR  7047,Gaia DR2 4532752181753014784,Gaia DR3 4532752181753014784
HD 173495,18 45 28.3642,+05 30 00.444,14.32,0.16,5.83,5.3,A,,,HD 173495,SAO 123886,HIP 92027,HR  7048,,
HD 173495B,18 45 28.362,+05 30 00.42,9.4,-2.5,6.34,--,A,,,HD 173495B,,,,,
HD 173638,18 46 43.3242,-10 07 30.161,-0.052,-3.244,5.717,0.8564,F,,,HD 173638,SAO 161817,HIP 92136,HR  7055,Gaia DR2 4107204421271171968,Gaia DR3 4107204421271171968
HD 173664,18 43 29.0132,+53 52 18.361,5.149,-13.22,6.19,3.5532,A,,,HD 173664,SAO  31133,HIP 91843,HR  7060,Gaia DR2 2147245058273757312,Gaia DR3 2147245058273757312
HD 17378,02 49 30.7369,+57 05 03.548,0.596,-1.383,6.26,0.433,A,,,HD  17378,SAO  23637,HIP 13178,HR   825,Gaia DR2 460787426079902208,Gaia DR3 460787426079902208
HD 173780,18 46 04.4794,+26 39 43.664,17.445,23.833,4.84,13.386,K,,,HD 173780,SAO  86418,HIP 92088,HR  7064,Gaia DR2 4537855878510208000,Gaia DR3 4537855878510208000
HD 173791,18 49 27.3433,-45 48 36.360,74.263,57.015,5.798,8.9671,G,,,HD 173791,SAO 229306,HIP 92367,HR  7065,Gaia DR2 6711579440222617728,Gaia DR3 6711579440222617728
HD 173833,18 46 41.3617,+18 42 21.270,15.642,-24.473,6.179,4.7488,K,,,HD 173833,SAO 104087,HIP 92131,HR  7067,Gaia DR2 4512505194833174656,Gaia DR3 4512505194833174656
HD 17390,02 46 45.1042,-21 38 22.278,75.459,16.803,6.469,20.7204,F,,,HD  17390,SAO 168045,HIP 12964,HR   826,Gaia DR2 5125921632440161408,Gaia DR3 5125921632440161408
HD 173920,18 44 55.3992,+54 53 49.864,9.025,-1.817,6.259,3.6184,G,,,HD 173920,SAO  31151,HIP 91985,HR  7071,Gaia DR2 2147691356915948032,Gaia DR3 2147691356915948032
HD 173936,18 46 13.0104,+41 26 30.520,-1.267,-0.166,6.051,3.8935,B,,,HD 173936,SAO  47779,HIP 92098,HR  7073,Gaia DR2 2098654306550178560,Gaia DR3 2098654306550178560
HD 173949A,18 44 18.2654,+61 02 53.312,-0.134,18.628,6.13,8.6815,,,,HD 173949A,,,,,Gaia DR3 2156562659107944448
HD 173954,18 48 02.6652,+04 14 29.116,-5.182,14.114,6.187,4.3815,K,,,HD 173954,SAO 123928,HIP 92254,HR  7076,Gaia DR2 4282079404820594176,Gaia DR3 4282079404820594176
HD 174005,18 48 39.4931,-06 00 15.524,9.393,31.528,6.494,6.5055,A,,,HD 174005,SAO 142640,HIP 92296,,Gaia DR2 4253283779405787648,Gaia DR3 4253283779405787648
HD 174152,18 50 58.6516,-41 03 45.704,2.512,-2.823,6.49,2.1672,B,,,HD 174152,SAO 229318,HIP 92487,,Gaia DR2 6716472748006453120,Gaia DR3 6716472748006453120
HD 174160,18 48 16.4026,+23 30 53.093,25.349,-7.144,6.181,34.0021,F,,,HD 174160,SAO  86451,HIP 92270,HR  7079,Gaia DR2 4532560355639207680,Gaia DR3 4532560355640612608
HD 174179,18 47 57.3738,+31 45 24.610,1.04,-4.003,6.054,2.6233,B,,,HD 174179,SAO  67396,HIP 92243,HR  7081,Gaia DR2 2089931296694847232,Gaia DR3 2089931296694847232
HD 174205,18 43 10.3521,+70 47 34.252,5.152,-5.624,6.27,4.1465,K,,,HD 174205,SAO   9222,HIP 91811,HR  7082,Gaia DR2 2265446887586501120,Gaia DR3 2265446887586501120
HD 174208,18 49 40.9563,-05 54 46.306,0.468,-11.942,6,1.6425,K,,,HD 174208,SAO 142661,HIP 92391,HR  7083,Gaia DR2 4253279591914590208,Gaia DR3 4253279591914590208
HD 174237,18 46 43.0891,+52 59 16.654,10.965,-4.92,5.9,2.8262,B,,,HD 174237,SAO  31165,HIP 92133,HR  7084,Gaia DR2 2146355278489784960,Gaia DR3 2146355278489784960
HD 174240,18 49 37.1928,+00 50 10.306,13.864,-16.049,6.226,5.7778,A,,,HD 174240,SAO 123947,HIP 92386,HR  7085,Gaia DR2 4266584541504540928,Gaia DR3 4266584541504540928
HD 174262,18 48 53.3862,+19 19 43.379,15.849,-17.889,5.88,11.2782,A,,,HD 174262,SAO 104129,HIP 92312,HR  7086,Gaia DR2 4518559067185584128,Gaia DR3 4518559067185584128
HD 174328,18 50 31.1701,-13 34 20.134,-4.602,-6.926,6.43,1.5512,K,,,HD 174328,SAO 161893,HIP 92456,,Gaia DR2 4102201505884033152,Gaia DR3 4102201505884033152
HD 17438,02 47 11.1070,-22 29 08.746,-19.716,-39.661,6.461,25.5427,F,,,HD  17438,SAO 168051,HIP 13008,HR   827,Gaia DR2 5077769998170352768,Gaia DR3 5077769998170352768
HD 174387,18 52 27.2297,-46 35 42.432,28.229,-0.941,5.49,4.0175,M,,,HD 174387,SAO 229336,HIP 92630,HR  7092,Gaia DR2 6710726906390029568,Gaia DR3 6710726906390029568
HD 174407,18 52 11.9384,-41 42 33.101,-8.115,-31.021,6.45,4.5379,K,,,HD 174407,SAO 229334,HIP 92608,,Gaia DR2 6716231302123894912,Gaia DR3 6716231302123894912
HD 174430,18 53 12.0029,-51 55 53.174,2.869,-12.64,6.286,2.8731,B,,,HD 174430,SAO 245783,HIP 92687,HR  7093,Gaia DR2 6651782736565394432,Gaia DR3 6651782736565394432
HD 174464,18 50 58.5124,-09 46 26.747,4.05,-1.483,5.836,1.731,F,,,HD 174464,SAO 142692,HIP 92488,HR  7094,Gaia DR2 4203118909367592704,Gaia DR3 4203118909367592704
HD 174474,18 53 02.3467,-48 21 39.296,-17.178,-77.772,6.168,13.3771,A,,,HD 174474,SAO 229342,HIP 92676,HR  7095,Gaia DR2 6662304379947638784,Gaia DR3 6662304379947638784
HD 174481,18 48 16.0752,+48 46 03.197,-18.067,48.128,6.12,16.3774,A,,,HD 174481,SAO  47823,HIP 92269,HR  7096,Gaia DR2 2143787918839367808,Gaia DR3 2143787918839367808
HD 174500,18 52 59.9000,-46 35 10.792,3.439,10.006,6.16,4.7156,A,,,HD 174500,SAO 229343,HIP 92669,HR  7097,Gaia DR2 6710703335613303168,Gaia DR3 6710703335613303168
HD 174569,18 50 45.5516,+10 58 34.997,7.92,4.66,6.36,2.59,K,,,HD 174569,SAO 104170,HIP 92475,HR  7099,,
