* 1 LMi,08 38 18.9811,+32 48 07.260,-24.186,-4.173,5.95,8.4547,K,,1 Leo Minor,HD  73192,SAO  60939,HIP 42365,HR  3409,Gaia DR2 710252934943846144,Gaia DR3 710252934943846144
* 1 Lyn,06 17 54.8216,+61 30 55.031,-8.718,-2.384,5.05,4.4096,M,,1 Lynx,HD  42973,SAO  13787,HIP 29919,HR  2215,Gaia DR2 1006142960066783616,Gaia DR3 1006142960069707648
* 1 Mon,05 59 01.0801,-09 22 56.006,19.498,13.968,6.16,10.6592,F,,1 Monoceros,HD  40535,SAO 132714,HIP 28321,HR  2107,Gaia DR2 3017430721211367168,Gaia DR3 3017430721211367168
* 1 Peg,21 22 05.1994,+19 48 16.237,105.391,62.841,4.09,20.8482,K,,1 Pegasus,HD 203504,SAO 107073,HIP 105502,HR  8173,Gaia DR2 1790202365372381056,Gaia DR3 1790202365373760256
* 1 Per,01 51 59.3200,+55 08 50.583,12.716,-8.41,5.52,2.6944,B,,1 Perseus,HD  11241,SAO  22690,HIP 8704,HR   533,Gaia DR2 408620409702994432,Gaia DR3 408620409702994432
* 1 Psc,22 54 59.4854,+01 03 53.649,19.283,4.642,6.11,9.071,A,,1 Pisces,HD 216701,SAO 127836,HIP 113167,HR  8715,Gaia DR2 2655045192071524608,Gaia DR3 2655045192071524608
* 1 Pup,07 43 32.3866,-28 24 39.188,-13.782,29.646,4.59,4.1384,K,,1 Puppis,HD  62576,SAO 174391,HIP 37648,HR  2993,Gaia DR2 5599927623538756736,Gaia DR3 5599927623535365888
* 1 Ser,14 57 33.2513,-00 10 03.402,59.929,-26.5,5.512,10.128,K,,1 Serpens,HD 132132,SAO 120758,HIP 73193,HR  5573,Gaia DR2 3650900223700313088,Gaia DR3 3650900223700313088
* 1 Sge,19 15 17.3609,+21 13 55.622,35.015,7.515,5.642,11.8854,A,,1 Sagitta,HD 180317,SAO  86987,HIP 94620,HR  7301,Gaia DR2 4516966772516327296,Gaia DR3 4516966772516327296
* 1 Sgr,18 11 43.3327,-23 42 04.433,9.905,-32.048,4.98,12.2588,K,,1 Sagittarius,HD 166464,SAO 186437,HIP 89153,HR  6801,Gaia DR2 4066303447672595200,Gaia DR3 4066303447672595200
* 1 Vul,19 16 13.0391,+21 23 25.544,-0.383,-5.809,4.77,4.2065,B,,1 Vulpecula,HD 180554,SAO  87010,HIP 94703,HR  7306,Gaia DR2 4517063392097435776,Gaia DR3 4517063392099836800
* 10 And,23 19 52.4253,+42 04 41.051,40.727,6.291,5.789,6.8444,M,,10 Andromeda,HD 219981,SAO  52914,HIP 115191,HR  8876,Gaia DR2 1924512967747591936,Gaia DR3 1924512967747591936
* 10 Aql,18 58 46.9240,+13 54 23.941,0.238,-47.108,5.89,13.3917,A,,10 Aquila,HD 176232,SAO 104303,HIP 93179,HR  7167,Gaia DR2 4506321713245405184,Gaia DR3 4506321713245405184
* 10 Ari,02 03 39.3454,+25 56 07.712,128.01,11.19,5.694,20.53,F,,10 Aries,HD  12558,SAO  75114,HIP 9621,HR   605,,
* 10 Ari A,02 03 39.3449,+25 56 07.704,126.399,13.242,5.765,19.4595,F,,10 Aries A,HD  12558A,,,,Gaia DR2 105599987245304192,Gaia DR3 105599987245304192
* 10 Boo,13 58 38.9229,+21 41 46.319,-5.411,-41.794,5.748,5.926,A,,10 Bootes,HD 121996,SAO  83103,HIP 68276,HR  5255,Gaia DR2 1250431250935384960,Gaia DR3 1250431250935384960
* 10 Cas,00 06 26.5373,+64 11 46.168,9.248,0.828,5.59,3.407,B,,10 Cassiopeia,HD    144,SAO  10978,HIP 531,HR     7,Gaia DR2 431696822314371456,Gaia DR3 431696822314371456
* 10 Cet,00 26 37.4107,-00 02 58.279,74.966,-0.815,6.192,7.8176,G,,10 Cetus,HD   2273,SAO 128760,HIP 2100,HR   101,Gaia DR2 2543733070121403904,Gaia DR3 2543733074418301440
* 10 CMa,06 44 28.4671,-31 04 13.892,-3.286,4.201,5.17,1.6454,B,,10 Canis Major,HD  48917,SAO 197149,HIP 32292,HR  2492,Gaia DR2 5584343695472423296,Gaia DR3 5584343695472423296
* 10 Crt,11 08 43.9901,-28 04 50.353,-69.211,-22.181,5.421,18.3139,A,,10 Crater,HD  96819,SAO 179577,HIP 54477,HR  4334,Gaia DR2 3532027383058513664,Gaia DR3 3532027383058513664
* 10 CVn,12 44 59.4049,+39 16 44.098,-359.699,139.016,5.95,56.9588,F,,10 Canes Venatici,HD 110897,SAO  63177,HIP 62207,HR  4845,Gaia DR2 1521686782461765888,Gaia DR3 1521686782461765888
* 10 Del,20 41 16.2079,+14 34 58.360,-9.462,-0.344,5.998,6.6178,K,,10 Delphinus,HD 197121,SAO 106384,HIP 102080,HR  7918,Gaia DR2 1762381079059254400,Gaia DR3 1762381079059254400
* 10 Her,16 11 38.0353,+23 29 41.285,-21.233,-11.973,5.7,4.7493,M,,10 Hercules,HD 145713,SAO  84240,HIP 79349,HR  6039,Gaia DR2 1206609252938919296,Gaia DR3 1206609252938919296
* 10 Hya,08 45 01.2813,+05 40 50.105,4.132,-4.2,6.127,16.6547,A,,10 Hydra,HD  74591,SAO 117088,HIP 42931,HR  3469,Gaia DR2 582957530289386624,Gaia DR3 582957530289386624
* 10 Lac,22 39 15.6786,+39 03 00.971,-1.274,-5.605,4.88,2.192,O,,10 Lacerta,HD 214680,SAO  72575,HIP 111841,HR  8622,Gaia DR2 1908095850396090880,Gaia DR3 1908095850396090880
* 10 Leo,09 37 12.6793,+06 50 08.960,-67.135,-8.899,5.009,12.9379,K,,10 Leo|1 Sex,HD  83240,SAO 117807,HIP 47205,HR  3827,Gaia DR2 3854247614992959872,Gaia DR3 3854247614992959872
* 10 Lep,05 31 07.6278,-20 51 49.167,6.635,-42.328,5.525,13.0736,A,,10 Lepus,HD  36473,SAO 170506,HIP 25853,HR  1849,Gaia DR2 2968057185930727680,Gaia DR3 2968057185930727680
* 10 Lib,14 51 51.3061,-18 21 19.176,-12.774,-2.188,6.26,3.0579,K,,10 Lib,HD 131027,SAO 158860,HIP 72702,,Gaia DR2 6282129199345325952,Gaia DR3 6282129199345325952
* 10 LMi,09 34 13.3818,+36 23 51.209,6.989,-22.729,4.6,17.0738,G,,10 Leo Minor,HD  82635,SAO  61570,HIP 46952,HR  3800,Gaia DR2 798883781282661248,Gaia DR3 798883781282661248
* 10 Mon,06 27 57.5680,-04 45 43.731,-3.709,-2.652,5.041,4.0844,B,,10 Monoceros,HD  45546,SAO 133290,HIP 30772,HR  2344,Gaia DR2 3104434698363107456,Gaia DR3 3104434698363107456
* 10 Per,02 25 16.0283,+56 36 35.354,-0.508,-1.182,6.26,0.4424,B,,10 Perseus,HD  14818,SAO  23304,HIP 11279,HR   696,Gaia DR2 457628838413390336,Gaia DR3 457628838413390336
* 10 Pup,07 52 18.8789,-14 50 46.240,-7.12,0.329,5.689,1.4691,F,,10 Puppis,HD  64238,SAO 153520,HIP 38427,HR  3073,Gaia DR2 5719544455591427712,Gaia DR3 5719544455591427712
* 10 Ser,15 28 38.2370,+01 50 31.486,-84.884,-34.239,5.17,24.9485,A,,10 Serpens,HD 137898,SAO 121020,HIP 75761,HR  5746,Gaia DR2 4420906461653341568,Gaia DR3 4420906461653341568
* 10 Sex,09 56 25.9751,+08 55 59.361,-86.455,19.908,5.848,5.2832,K,,10 Sex,HD  86080,SAO 118001,HIP 48734,HR  3926,Gaia DR2 3878055473412512128,Gaia DR3 3878055473412512128
* 10 Sge,19 56 01.2628,+16 38 05.262,0.375,-7.1,5.36,1.6673,F,,10 Sagitta,HD 188727,SAO 105436,HIP 98085,HR  7609,Gaia DR2 1820309639468685824,Gaia DR3 1820309639468685824
* 10 Tau,03 36 52.3837,+00 24 05.992,-232.563,-481.472,4.3,71.837,F,,10 Tau,HD  22484,SAO 111292,HIP 16852,HR  1101,Gaia DR2 3263836568393943808,Gaia DR3 3263836568394170880
* 10 Tri,02 18 56.9935,+28 38 33.632,7.073,0.836,5.291,8.9971,A,,10 Triangulum,HD  14252,SAO  75276,HIP 10793,HR   675,Gaia DR2 107720086182025984,Gaia DR3 107720086182025984
* 10 UMa,09 00 38.3806,+41 46 58.605,-474.31,-204.21,3.96,62.23,F,,10 Ursa Major,HD  76943|HD  76943B,SAO  42642,HIP 44248,HR  3579,Gaia DR2 816649002967779584,Gaia DR3 816649002967779584
* 10 Vul,19 43 42.9167,+25 46 18.912,17.819,15.19,5.497,9.0521,G,,10 Vulpecula,HD 186486,SAO  87633,HIP 97077,HR  7506,Gaia DR2 2021725326270306560,Gaia DR3 2021725326270306560
* 100 Aqr,23 31 42.0378,-21 22 10.064,0.459,5.515,6.239,13.6139,F,,100 Aquarius,HD 221357,SAO 191970,HIP 116118,HR  8932,Gaia DR2 2388538245106801280,Gaia DR3 2388538245106801280
* 100 Her A,18 07 49.5667,+26 06 04.541,-16.345,39.822,5.819,15.6527,A,,100 Hercules A,HD 166045,SAO  85753,HIP 88818,HR  6781,Gaia DR2 4579990675911466624,Gaia DR3 4579990675911466624
* 100 Her B,18 07 49.5026,+26 05 50.398,-9.12,31.964,5.79,15.6586,A,,100 Hercules B,HD 166046,SAO  85752,HIP 88817,HR  6782,Gaia DR2 4579990675911464704,Gaia DR3 4579990675911464704
* 101 Her,18 08 52.8638,+20 02 42.838,9.056,-20.83,5.099,9.5493,A,,101 Hercules,HD 166230,SAO  85770,HIP 88899,HR  6794,Gaia DR2 4527896021146097408,Gaia DR3 4527896021146097408
* 101 Psc,01 35 46.4423,+14 39 41.117,3.217,-8.234,6.219,2.6376,B,,101 Pisces,HD   9766,SAO  92530,HIP 7436,HR   455,Gaia DR2 2588869916522870144,Gaia DR3 2588869916522870144
* 102 Her,18 08 45.4919,+20 48 52.404,-2.073,-6.513,4.347,2.8036,B,,102 Hercules,HD 166182,SAO  85769,HIP 88886,HR  6787,Gaia DR2 4528147293914604160,Gaia DR3 4528147293916651776
* 103 Aqr,23 41 34.4885,-18 01 37.467,-41.339,-71.292,5.344,4.3092,K,,103 Aquarius,HD 222547,SAO 165834,HIP 116889,HR  8980,Gaia DR2 2393870910861426304,Gaia DR3 2393870910861426304
* 103 Tau,05 08 06.6223,+24 15 54.628,0.765,-5.245,5.5,2.1079,B,,103 Tau,HD  32990,SAO  76974,HIP 23900,HR  1659,Gaia DR2 3418923714285778432,Gaia DR3 3418923714285778432
* 104 Aqr,23 41 45.8063,-17 48 59.515,14.332,0.679,4.83,4.5743,G,,104 Aquarius,HD 222574,SAO 165836,HIP 116901,HR  8982,Gaia DR2 2394297418293724416,Gaia DR3 2394297418293724416
* 104 Her,18 11 54.1566,+31 24 19.256,-15.295,24.487,4.97,6.2518,M,,104 Hercules,HD 167006,SAO  66737,HIP 89172,HR  6815,Gaia DR2 4591092238658088192,Gaia DR3 4591092238654107904
* 104 Vir,14 27 24.3846,-06 07 13.240,-71.374,-60.7,6.161,14.628,A,,104 Vir,HD 126722,SAO 139942,HIP 70680,HR  5406,Gaia DR2 3641376735017647872,Gaia DR3 3641376735017647872
* 105 Her,18 19 10.6794,+24 26 45.803,10.121,5.627,5.279,2.6664,K,,105 Hercules,HD 168532,SAO  85921,HIP 89773,HR  6860,Gaia DR2 4578644697581143808,Gaia DR3 4578644701883831168
* 105 Psc,01 39 40.8183,+16 24 21.078,82.98,-12.383,5.979,8.6602,K,,105 Pisces,HD  10164,SAO  92558,HIP 7740,HR   475,Gaia DR2 2589527012159256832,Gaia DR3 2589527012159256832
* 105 Tau,05 07 55.4349,+21 42 17.349,0.396,-6.606,5.92,3.2854,B,,105 Tau,HD  32991,SAO  76972,HIP 23883,HR  1660,Gaia DR2 3415147613398691200,Gaia DR3 3415147613398691200
* 106 Her,18 20 17.9149,+21 57 40.667,17.962,-59.923,4.96,8.3436,M,,106 Hercules,HD 168720,SAO  85941,HIP 89861,HR  6868,Gaia DR2 4529690183608965504,Gaia DR3 4529690183608965504
* 106 Vir,14 28 41.7223,-06 54 01.897,-23.317,-55.329,5.418,6.8336,K,,106 Vir,HD 126927,SAO 139957,HIP 70794,HR  5410,Gaia DR2 6331342480810659840,Gaia DR3 6331342480810659840
* 107 Psc,01 42 29.7625,+20 16 06.645,-300.737,-673.539,5.24,130.8234,K,,107 Pisces|2 Aries,HD  10476,SAO  74883,HIP 7981,HR   493,Gaia DR2 96331172942614528,Gaia DR3 96331172942614528
* 108 Her,18 20 56.9702,+29 51 32.123,1.341,53.261,5.63,17.9191,K,,108 Hercules,HD 168913,SAO  85956,HIP 89925,HR  6876,Gaia DR2 4589912359603418496,Gaia DR3 4589912359603418496
* 108 Tau,05 15 27.6546,+22 17 05.482,-7.827,-7.911,6.27,6.343,A,,108 Tau,HD  34053,SAO  77057,HIP 24512,HR  1711,Gaia DR2 3415427744050135552,Gaia DR3 3415427744050135552
* 108 Vir,14 45 30.2044,+00 43 02.180,-38.907,-8.231,5.665,5.8113,B,,108 Vir,HD 129956,SAO 120642,HIP 72154,HR  5501,Gaia DR2 3652142603120146560,Gaia DR3 3652142603120146560
* 109 Her,18 23 41.8897,+21 46 11.109,195.971,-243.234,3.84,26.9636,K,,109 Hercules,HD 169414,SAO  86003,HIP 90139,HR  6895,Gaia DR2 4529285391522200320,Gaia DR3 4529285391533766400
* 109 Psc,01 44 55.8255,+20 04 59.336,-43.357,-104.936,6.279,30.1535,G,,109 Pisces,HD  10697,SAO  92611,HIP 8159,HR   508,Gaia DR2 95652018353917056,Gaia DR3 95652018353917056
* 109 Vir,14 46 14.9234,+01 53 34.381,-115.08,-20.464,3.73,24.2814,A,,109 Vir,HD 130109,SAO 120648,HIP 72220,HR  5511,Gaia DR2 3655377057091401856,Gaia DR3 3655377057091634304
* 11 And,23 19 29.8077,+48 37 31.163,22.13,52.573,5.44,11.3828,K,,11 Andromeda,HD 219945,SAO  52907,HIP 115152,HR  8874,Gaia DR2 1942451431236802816,Gaia DR3 1942451431236802816
* 11 Aql,18 59 05.7387,+13 37 20.074,14.853,-124.527,5.258,20.9316,F,,11 Aquila,HD 176303,SAO 104308,HIP 93203,HR  7172,Gaia DR2 4506124621465681536,Gaia DR3 4506124621465681536
* 11 Aqr,21 00 33.8408,-04 43 48.934,48.795,-138.18,6.192,36.9971,G,,11 Aquarius,HD 199960,SAO 145022,HIP 103682,HR  8041,Gaia DR2 6912276699251278848,Gaia DR3 6912276699251278848
* 11 Ari,02 06 49.2348,+25 42 16.402,18.232,-13.092,6.02,3.9534,B,,11 Aries,HD  12885,SAO  75149,HIP 9859,HR   615,Gaia DR2 105439557331202560,Gaia DR3 105439557331202560
* 11 Boo,14 01 10.4807,+27 23 11.745,-78.929,18.638,6.221,9.8333,A,,11 Bootes,HD 122405,SAO  83130,HIP 68478,HR  5263,Gaia DR2 1450969317004082944,Gaia DR3 1450969321300167168
* 11 Cam,05 06 08.4527,+58 58 20.543,-6.264,-7.118,5.08,4.7543,B,,11 Camelopardalis,HD  32343,SAO  25001,HIP 23734,HR  1622,Gaia DR2 283924349317110400,Gaia DR3 283924349317110400
* 11 CMa,06 46 51.0923,-14 25 33.511,-2.462,8.996,5.272,3.6298,B,,11 Canis Major,HD  49229,SAO 151919,HIP 32492,HR  2504,Gaia DR2 2949098787968203520,Gaia DR3 2949098787968203520
* 11 CMi,07 46 16.2012,+10 46 05.706,-30.318,-25.278,5.237,10.8334,A,,11 Canis Minor,HD  62832,SAO  97224,HIP 37921,HR  3008,Gaia DR2 3149891532709008256,Gaia DR3 3149891532709008256
* 11 Com,12 20 43.0257,+17 47 34.327,-109.426,88.93,4.74,10.1677,G,,11 Coma Berenices,HD 107383,SAO 100053,HIP 60202,HR  4697,Gaia DR2 3946945413106333696,Gaia DR3 3946945413106333696
* 11 CVn,12 48 41.8031,+48 28 00.625,-64.145,11.025,6.245,6.8208,K,,11 Canes Venatici,HD 111421,SAO  44332,HIP 62516,HR  4866,Gaia DR2 1543256280023747200,Gaia DR3 1543256280023747200
* 11 Cyg,19 35 48.3043,+36 56 40.346,4.001,-1.408,6.034,5.3123,B,,11 Cygnus,HD 185037,SAO  68552,HIP 96387,HR  7457,Gaia DR2 2048569387253206784,Gaia DR3 2048569387253206784
* 11 Lac,22 40 30.8584,+44 16 34.706,93.728,10.946,4.46,9.317,K,,11 Lacerta,HD 214868,SAO  52251,HIP 111944,HR  8632,Gaia DR2 1982252790086007296,Gaia DR3 1982252790090609152
* 11 Lib,14 51 01.0720,-02 17 56.941,89.935,-124.303,4.94,15.1361,K,,11 Lib,HD 130952,SAO 140176,HIP 72631,HR  5535,Gaia DR2 6340310574387172608,Gaia DR3 6340310574387172608
* 11 LMi,09 35 39.5021,+35 48 36.477,-726.514,-259.057,5.34,89.0092,G,,11 Leo Minor,HD  82885,SAO  61586,HIP 47080,HR  3815,Gaia DR2 798068905726303232,Gaia DR3 798068905726303232
* 11 Lyn,06 37 38.3871,+56 51 27.109,-10.972,9.911,5.89,8.4941,A,,11 Lynx,HD  46590,SAO  25842,HIP 31665,HR  2402,Gaia DR2 995220239759552000,Gaia DR3 995220239759552000
* 11 Ori,05 04 34.1491,+15 24 14.767,17.432,-31.043,4.661,7.8068,A,,11 Orion,HD  32549,SAO  94290,HIP 23607,HR  1638,Gaia DR2 3393017330548004224,Gaia DR3 3393017330548004224
* 11 Peg,21 47 13.9621,+02 41 10.041,6.939,-3.361,5.624,6.4928,A,,11 Pegasus|27 Aquarius,HD 207203,SAO 127060,HIP 107575,HR  8328,Gaia DR2 2694123759468340352,Gaia DR3 2694123759468340352
* 11 Per,02 43 02.8380,+55 06 21.666,34.979,-21.712,5.753,7.7748,B,,11 Perseus,HD  16727,SAO  23555,HIP 12692,HR   785,Gaia DR2 454385485266854016,Gaia DR3 454385485266854016
* 11 Psc,23 29 26.9869,-01 47 28.370,-14.757,-22.461,6.34,3.2162,K,,11 Pisces,HD 221147,SAO 146733,HIP 115945,,Gaia DR2 2640750750636493952,Gaia DR3 2640750750636493952
* 11 Sco,16 07 36.4153,-12 44 43.464,-41.815,-26.035,5.77,8.0424,B,,11 Scorpius,HD 144708,SAO 159715,HIP 79005,HR  6002,Gaia DR2 4341925483417630080,Gaia DR3 4341925483417630080
* 11 Ser,15 32 57.9375,-01 11 11.045,-17.679,-41.933,5.496,11.96,K,,11 Serpens,HD 138562,SAO 140596,HIP 76133,HR  5772,Gaia DR2 4416110082695309184,Gaia DR3 4416110082695653376
* 11 Sex,09 58 07.6304,+08 18 50.320,16.147,-26.878,6.033,5.09,K,,11 Sex,HD  86369,SAO 118023,HIP 48876,HR  3938,Gaia DR2 3877820594536207104,Gaia DR3 3877820594536207104
* 11 Sge,19 57 45.4454,+16 47 20.978,11.609,18.605,5.534,7.5596,B,,11 Sagitta,HD 189090,SAO 105471,HIP 98234,HR  7622,Gaia DR2 1820154058573970944,Gaia DR3 1820154058573970944
* 11 Tau,03 40 46.3097,+25 19 46.158,9.774,-15.562,6.102,5.8067,A,,11 Tau,HD  22805,SAO  76073,HIP 17181,HR  1118,Gaia DR2 68601146094037760,Gaia DR3 68601146094037760
* 11 Tri,02 27 27.7711,+31 48 04.605,-24.331,-27.845,5.552,11.624,K,,11 Triangulum,HD  15176,SAO  55570,HIP 11432,HR   712,Gaia DR2 132751808418537472,Gaia DR3 132751808418537472
* 110 Her,18 45 39.7256,+20 32 46.713,-9.086,-335.655,4.19,51.6743,F,,110 Hercules,HD 173667,SAO  86406,HIP 92043,HR  7061,Gaia DR2 4530744134230193280,Gaia DR3 4530744134231683840
* 110 Tau,05 23 37.7088,+16 41 57.356,-23.875,-12.939,6.096,7.9326,A,,110 Tau,HD  35189,SAO  94514,HIP 25216,HR  1774,Gaia DR2 3394192948997407104,Gaia DR3 3394192948997407104
* 110 Vir,15 02 54.0375,+02 05 28.695,-55.569,13.628,4.4,16.7474,K,,110 Vir,HD 133165,SAO 120809,HIP 73620,HR  5601,Gaia DR2 1153780605441080320,Gaia DR3 1153780605441364224
* 111 Her,18 47 01.2343,+18 10 53.457,98.835,115.12,4.36,34.9987,A,,111 Hercules,HD 173880,SAO 104093,HIP 92161,HR  7069,Gaia DR2 4512265810537057664,Gaia DR3 4512265810537057664
* 112 Her,18 52 16.4279,+21 25 30.512,-7.526,-10.231,5.393,7.8558,B,,112 Hercules,HD 174933,SAO  86521,HIP 92614,HR  7113,Gaia DR2 4531234550775627136,Gaia DR3 4531234550775627136
* 113 Her,18 54 44.8849,+22 38 42.271,6.571,1.305,4.6,7.5501,G,,113 Hercules,HD 175493|HD 175492,SAO  86567,HIP 92818,HR  7133,Gaia DR2 4532952022299038976,Gaia DR3 4532952022299038976
* 113 Tau,05 26 05.7221,+16 42 00.574,-0.116,-5.498,6.23,2.9735,B,,113 Tau,HD  35532,SAO  94543,HIP 25410,HR  1798,Gaia DR2 3391202861484966016,Gaia DR3 3391202861484966016
* 115 Tau,05 27 10.0947,+17 57 43.960,6.356,-18.685,5.404,5.064,B,,115 Tau,HD  35671,SAO  94554,HIP 25499,HR  1808,Gaia DR2 3400339253355935744,Gaia DR3 3400339253355935744
* 116 Tau,05 27 45.6080,+15 52 26.581,4.458,-21.757,5.515,6.4814,B,,116 Tau,HD  35770,SAO  94566,HIP 25555,HR  1814,Gaia DR2 3390888744757273472,Gaia DR3 3390888744757273472
* 117 Tau,05 28 01.6100,+17 14 20.867,15.865,-45.656,5.758,5.1394,M,,117 Tau,HD  35802,SAO  94573,HIP 25583,HR  1816,Gaia DR2 3397249453883264896,Gaia DR3 3397249453883264896
* 118 Tau,05 29 16.5000,+25 09 00.778,11.48,-37.2,5.48,7.67,B,,118 Tau,HD  35943,,HIP 25695,HR  1821,,
* 118 Tau A,05 29 16.4988,+25 09 00.765,9.198,-38.257,5.84,9.2209,B,,118 Tau A,,SAO  77201,,,Gaia DR2 3416960501913604352,Gaia DR3 3416960501913604352
* 119 Tau,05 32 12.7516,+18 35 39.251,0.957,-4.511,4.33,1.5207,M,,119 Tau,HD  36389,SAO  94628,HIP 25945,HR  1845,Gaia DR2 3400796031718128256,Gaia DR3 3400796031719045632
* 12 And,23 20 53.2636,+38 10 56.367,130.117,-58.96,5.765,23.7806,F,,12 Andromeda,HD 220117,SAO  73190,HIP 115280,HR  8885,Gaia DR2 1916954478140560640,Gaia DR3 1916954478140560640
* 12 Aqr A,21 04 04.7243,-05 49 23.014,13.501,-7.222,5.8,5.4597,K,,12 Aquarius A,HD 200497,SAO 145065,,HR  8059,Gaia DR2 6910418142353215104,Gaia DR3 6910418142353215104
* 12 Cam,05 06 12.1376,+59 01 16.819,-3.048,-26.523,6.13,4.6263,K,,12 Camelopardalis,HD  32357,SAO  25003,HIP 23743,HR  1623,Gaia DR2 283927609195553792,Gaia DR3 283927609195553792
* 12 Cas,00 24 47.5054,+61 49 51.808,14.126,-2.715,5.377,3.8102,B,,12 Cassiopeia,HD   2011,SAO  11172,HIP 1960,HR    93,Gaia DR2 430405961303214464,Gaia DR3 430405961303214464
* 12 Cep,21 47 25.2953,+60 41 33.679,-9.94,-2.3,5.514,7.8978,M,,12 Cep,HD 207528,SAO  19642,HIP 107586,HR  8339,Gaia DR2 2203631347450816768,Gaia DR3 2203631347450816768
* 12 Cet,00 30 02.3584,-03 57 26.377,9.474,-12.464,5.72,5.7713,K,,12 Cetus,HD   2637,SAO 128791,HIP 2353,HR   117,Gaia DR2 2528508721022169728,Gaia DR3 2528508721022169728
* 12 CMa,06 47 01.4835,-21 00 55.451,-14.568,5.778,6.08,4.6155,B,,12 Canis Major,HD  49333,SAO 172318,HIP 32504,HR  2509,Gaia DR2 2926942116843379968,Gaia DR3 2926942116843379968
* 12 Cnc,08 08 42.4456,+13 38 27.307,2.776,-14.723,6.242,12.7085,F,,12 Cancer,HD  67483,SAO  97594,HIP 39874,HR  3184,Gaia DR2 653610738743889280,Gaia DR3 653610738743889280
* 12 Com,12 22 30.3113,+25 50 46.167,-11.426,-8.112,4.81,11.4903,F,,12 Coma Berenices,HD 107700,SAO  82273,HIP 60351,HR  4707,Gaia DR2 4008342726516877312,Gaia DR3 4008342726516877312
* 12 Lac,22 41 28.6495,+40 13 31.609,-2.005,-4.512,5.229,2.5877,B,,12 Lacerta,HD 214993,SAO  72627,HIP 112031,HR  8640,Gaia DR2 1932278646572284288,Gaia DR3 1932278646577186688
* 12 Lep,05 42 13.9587,-22 22 25.370,0.726,9.448,5.89,4.3208,A,,12 Lepus,HD  38090,SAO 170715,HIP 26865,HR  1968,Gaia DR2 2964059602167309312,Gaia DR3 2964059602167309312
* 12 Lib,14 54 20.1285,-24 38 31.935,-10.786,-28.376,5.266,8.1903,K,,12 Lib,HD 131430,SAO 182983,HIP 72929,HR  5548,Gaia DR2 6229181907672770560,Gaia DR3 6229181907672770560
* 12 Lyn A,06 46 14.1311,+59 26 30.008,-18.489,-8.39,5.44,13.3101,A,,12 Lynx A,HD  48250A,,,,Gaia DR2 1001751471970061184,Gaia DR3 1001751471970061184
* 12 Lyn B,06 46 14.3631,+59 26 30.552,-19.359,4.085,5.99,13.6885,A,,12 Lynx B,HD  48250B,,,,Gaia DR2 1001751476266970496,Gaia DR3 1001751476266970496
* 12 Mon,06 32 19.2038,+04 51 21.593,-37.686,1.336,5.83,7.0553,K,,12 Monoceros,HD  46241,SAO 114023,HIP 31159,HR  2382,Gaia DR2 3131331226678059008,Gaia DR3 3131331226678059008
* 12 Mus,11 39 29.5660,-65 23 52.099,-29.762,5.783,5.095,8.3972,G,,12 Musca,HD 101380|HD 101379,SAO 251522,HIP 56862,HR  4492,Gaia DR2 5236523877939131008,Gaia DR3 5236523877939131008
* 12 Oph,16 36 21.4496,-02 19 28.513,456.058,-309.224,5.77,101.0719,K,,12 Oph,HD 149661,SAO 141269,HIP 81300,HR  6171,Gaia DR2 4358031335897026304,Gaia DR3 4358031335898505472
* 12 Peg,21 46 04.3635,+22 56 55.964,8.299,-2.478,5.266,2.3673,K,,12 Pegasus,HD 207089,SAO  89972,HIP 107472,HR  8321,Gaia DR2 1794238260239888768,Gaia DR3 1794238260239888768
* 12 Per,02 42 14.9145,+40 11 38.221,-18.669,-186.19,4.92,41.7962,F,,12 Perseus,HD  16739,SAO  55793,HIP 12623,HR   788,Gaia DR2 335144892337326336,Gaia DR3 335144892337326336
* 12 Pup,07 59 05.7150,-23 18 37.427,-11.655,2.537,5.11,3.7378,G,,12 Puppis,HD  65699,SAO 174932,HIP 39023,HR  3123,Gaia DR2 5699115357749939328,Gaia DR3 5699115357749939328
* 12 Sco A,16 12 16.0428,-28 25 02.224,-20.918,-47.416,5.8,9.9483,B,,12 Scorpius A|c01 Scorpius A,HD 145483A,,,,Gaia DR2 6042159790157494912,Gaia DR3 6042159790157494912
* 12 Tau,03 39 51.1219,+03 03 24.718,-37.243,8.864,5.555,9.567,K,,12 Tau,HD  22796,SAO 111334,HIP 17103,HR  1115,Gaia DR2 3271222228516258944,Gaia DR3 3271222228516258944
* 12 Tri,02 28 09.9798,+29 40 09.585,-15.632,-86.097,5.29,20.4105,F,,12 Triangulum,HD  15257,SAO  75382,HIP 11486,HR   717,Gaia DR2 131471770725205632,Gaia DR3 131471770725205632
* 12 Vir,12 13 25.9392,+10 15 44.422,-93.221,-8.348,5.829,19.4898,K,,12 Vir,HD 106251,SAO  99997,HIP 59608,HR  4650,Gaia DR2 3906361133255335296,Gaia DR3 3906361133255335296
* 12 Vul,19 51 04.1083,+22 36 36.172,23.404,-15.797,4.96,5.171,B,,12 Vulpecula,HD 187811,SAO  87813,HIP 97679,HR  7565,Gaia DR2 1827977186901985024,Gaia DR3 1827977186901985024
* 120 Phe,01 46 05.9653,-50 48 58.516,42.827,-16.559,5.49,4.73,M,,120 Phoenix,HD  10934,SAO 232519,HIP 8240,HR   519,Gaia DR2 4916676976172865920,Gaia DR3 4916676976173287936
